PMID,Title,Publication Date,Abstract,FullTextLink,Cleaned_Title,Cleaned_Abstract,Processed_Text,Assigned_Category
20976748,Sterile radial artery granuloma after transradial procedures: a unique and avoidable complication.,"Oct, 2010","Trans-radial cardiac catheterization has lower rates of arterial access site complications. Hydrophilic-coated sheaths designed specifically for trans-radial procedures have resulted in numerous reports of a foreign body reaction to retained material. Although this is a self-limited condition that should be managed expectantly, it is often confused with an infected pseudoaneurysm, resulting in unnecessary surgery. We searched the FDA MAUDE (Manufacturer and User Facility Device Experience) database to determine which brands of sheath have been associated with this complication. In addition, we performed a literature search for all reported cases of this complication. Only one brand of sheath has been associated with this condition. As trans-radial procedures become more common in the US, knowledge of such complications, which appear to be specific to the Cook radial hydrophilic-coated sheaths, is imperative for all radial interventionalists to prevent unnecessary surgical procedures. © 2010 Wiley-Liss, Inc.",No Full Text Available,sterile radial artery granuloma after transradial procedures a unique and avoidable complication,transradial cardiac catheterization has lower rates of arterial access site complications hydrophiliccoated sheaths designed specifically for transradial procedures have resulted in numerous reports of a foreign body reaction to retained material although this is a selflimited condition that should be managed expectantly it is often confused with an infected pseudoaneurysm resulting in unnecessary surgery we searched the fda maude manufacturer and user facility device experience database to determine which brands of sheath have been associated with this complication in addition we performed a literature search for all reported cases of this complication only one brand of sheath has been associated with this condition as transradial procedures become more common in the us knowledge of such complications which appear to be specific to the cook radial hydrophiliccoated sheaths is imperative for all radial interventionalists to prevent unnecessary surgical procedures   wileyliss inc,sterile radial artery granuloma transradial procedure unique avoidable complication transradial cardiac catheterization lower rate arterial access site complication hydrophiliccoated sheath designed specifically transradial procedure resulted numerous report foreign body reaction retained material although selflimited condition managed expectantly often confused infected pseudoaneurysm resulting unnecessary surgery searched fda maude manufacturer user facility device experience database determine brand sheath associated complication addition performed literature search reported case complication one brand sheath associated condition transradial procedure become common u knowledge complication appear specific cook radial hydrophiliccoated sheath imperative radial interventionalists prevent unnecessary surgical procedure wileyliss inc,Uncertain
20883844,Endoscopic tattooing.,"Oct, 2010","The American Society for Gastrointestinal Endoscopy (ASGE) Technology Committee provides reviews of existing, new, or emerging endoscopic technologies that have an impact on the practice of GI endoscopy. Evidence-based methodology is used, with a MEDLINE literature search to identify pertinent clinical studies on the topic and a MAUDE (U.S. Food and Drug Administration Center for Devices and Radiological Health) database search to identify the reported complications of a given technology. Both are supplemented by accessing the ""related articles"" feature of PubMed and by scrutinizing pertinent references cited by the identified studies. Controlled clinical trials are emphasized, but in many cases, data from randomized, controlled trials are lacking. In such cases, large case series, preliminary clinical studies, and expert opinions are used. Technical data are gathered from traditional and Web-based publications, proprietary publications, and informal communications with pertinent vendors. Technology Status Evaluation Reports are drafted by 1 or 2 members of the ASGE Technology Committee, reviewed and edited by the committee as a whole, and approved by the Governing Board of the ASGE. When financial guidance is indicated, the most recent coding data and list prices at the time of publication are provided. For this review, the MEDLINE database was searched through January 2010 for articles related to endoscopic tattooing by using the Keywords tattooing, colonic, endoscopic, India ink, indocyanine green in different search term combinations. Technology Status Evaluation Reports are scientific reviews provided solely for educational and informational purposes. Technology Status Evaluation Reports are not rules and should not be construed as establishing a legal standard of care or as encouraging, advocating, requiring, or discouraging any particular treatment or payment for such treatment.",No Full Text Available,endoscopic tattooing,the american society for gastrointestinal endoscopy asge technology committee provides reviews of existing new or emerging endoscopic technologies that have an impact on the practice of gi endoscopy evidencebased methodology is used with a medline literature search to identify pertinent clinical studies on the topic and a maude us food and drug administration center for devices and radiological health database search to identify the reported complications of a given technology both are supplemented by accessing the related articles feature of pubmed and by scrutinizing pertinent references cited by the identified studies controlled clinical trials are emphasized but in many cases data from randomized controlled trials are lacking in such cases large case series preliminary clinical studies and expert opinions are used technical data are gathered from traditional and webbased publications proprietary publications and informal communications with pertinent vendors technology status evaluation reports are drafted by  or  members of the asge technology committee reviewed and edited by the committee as a whole and approved by the governing board of the asge when financial guidance is indicated the most recent coding data and list prices at the time of publication are provided for this review the medline database was searched through january  for articles related to endoscopic tattooing by using the keywords tattooing colonic endoscopic india ink indocyanine green in different search term combinations technology status evaluation reports are scientific reviews provided solely for educational and informational purposes technology status evaluation reports are not rules and should not be construed as establishing a legal standard of care or as encouraging advocating requiring or discouraging any particular treatment or payment for such treatment,endoscopic tattooing american society gastrointestinal endoscopy asge technology committee provides review existing new emerging endoscopic technology impact practice gi endoscopy evidencebased methodology used medline literature search identify pertinent clinical study topic maude u food drug administration center device radiological health database search identify reported complication given technology supplemented accessing related article feature pubmed scrutinizing pertinent reference cited identified study controlled clinical trial emphasized many case data randomized controlled trial lacking case large case series preliminary clinical study expert opinion used technical data gathered traditional webbased publication proprietary publication informal communication pertinent vendor technology status evaluation report drafted member asge technology committee reviewed edited committee whole approved governing board asge financial guidance indicated recent coding data list price time publication provided review medline database searched january article related endoscopic tattooing using keywords tattooing colonic endoscopic india ink indocyanine green different search term combination technology status evaluation report scientific review provided solely educational informational purpose technology status evaluation report rule construed establishing legal standard care encouraging advocating requiring discouraging particular treatment payment treatment,Uncertain
20883843,Automated endoscope reprocessors.,"Oct, 2010","The ASGE Technology Committee provides reviews of existing, new, or emerging endoscopic technologies that have an impact on the practice of GI endoscopy. Evidence-based methodology is used, with a MEDLINE literature search to identify pertinent clinical studies on the topic and a MAUDE (U.S. Food and Drug Administration Center for Devices and Radiological Health) database search to identify the reported complications of a given technology. Both are supplemented by accessing the ""related articles"" feature of PubMed and by scrutinizing pertinent references cited by the identified studies. Controlled clinical trials are emphasized, but in many cases data from randomized, controlled trials are lacking. In such cases, large case series, preliminary clinical studies, and expert opinions are used. Technical data are gathered from traditional and Web-based publications, proprietary publications, and informal communications with pertinent vendors. Technology Status Evaluation Reports are drafted by 1 or 2 members of the ASGE Technology Committee, reviewed and edited by the committee as a whole, and approved by the Governing Board of the ASGE. When financial guidance is indicated, the most recent coding data and list prices at the time of publication are provided. For this review, the MEDLINE database was searched through February 2010 for articles related to automated endoscope reprocessors, using the words endoscope reprocessing, endoscope cleaning, automated endoscope reprocessors, and high-level disinfection. Technology Status Evaluation Reports are scientific reviews provided solely for educational and informational purposes. Technology Status Evaluation Reports are not rules and should not be construed as establishing a legal standard of care or as encouraging, advocating, requiring, or discouraging any particular treatment or payment for such treatment.",No Full Text Available,automated endoscope reprocessors,the asge technology committee provides reviews of existing new or emerging endoscopic technologies that have an impact on the practice of gi endoscopy evidencebased methodology is used with a medline literature search to identify pertinent clinical studies on the topic and a maude us food and drug administration center for devices and radiological health database search to identify the reported complications of a given technology both are supplemented by accessing the related articles feature of pubmed and by scrutinizing pertinent references cited by the identified studies controlled clinical trials are emphasized but in many cases data from randomized controlled trials are lacking in such cases large case series preliminary clinical studies and expert opinions are used technical data are gathered from traditional and webbased publications proprietary publications and informal communications with pertinent vendors technology status evaluation reports are drafted by  or  members of the asge technology committee reviewed and edited by the committee as a whole and approved by the governing board of the asge when financial guidance is indicated the most recent coding data and list prices at the time of publication are provided for this review the medline database was searched through february  for articles related to automated endoscope reprocessors using the words endoscope reprocessing endoscope cleaning automated endoscope reprocessors and highlevel disinfection technology status evaluation reports are scientific reviews provided solely for educational and informational purposes technology status evaluation reports are not rules and should not be construed as establishing a legal standard of care or as encouraging advocating requiring or discouraging any particular treatment or payment for such treatment,automated endoscope reprocessors asge technology committee provides review existing new emerging endoscopic technology impact practice gi endoscopy evidencebased methodology used medline literature search identify pertinent clinical study topic maude u food drug administration center device radiological health database search identify reported complication given technology supplemented accessing related article feature pubmed scrutinizing pertinent reference cited identified study controlled clinical trial emphasized many case data randomized controlled trial lacking case large case series preliminary clinical study expert opinion used technical data gathered traditional webbased publication proprietary publication informal communication pertinent vendor technology status evaluation report drafted member asge technology committee reviewed edited committee whole approved governing board asge financial guidance indicated recent coding data list price time publication provided review medline database searched february article related automated endoscope reprocessors using word endoscope reprocessing endoscope cleaning automated endoscope reprocessors highlevel disinfection technology status evaluation report scientific review provided solely educational informational purpose technology status evaluation report rule construed establishing legal standard care encouraging advocating requiring discouraging particular treatment payment treatment,Uncertain
20806458,Stent fracture in the coronary and peripheral arteries.,"Sep, 2010","Inherent risks of stenting include restenosis and thrombosis. Recently, stent fractures have been recognized as a complication that may result in thrombosis, perforation, restenosis, and migration of the stent resulting in morbidity and mortality. Stent fractures were originally seen in the superficial femoral arteries but have since then been reported in almost all vascular sites including the coronary, renal, carotid, iliac, and femoropopliteal arteries. Fractures are the result of the complex interplay between stent manufacturing, the stented segment, pulsatile and nonpulsatile biomechanical forces, and plaque morphology at a particular vascular site. The presentation of a patient with a fracture is highly variable, ranging from asymptomatic in nature, detected on routine screening without any sequelae, to sudden cardiac death related to a thrombosed coronary artery. Despite being recognized as an important complication, consensus on routine surveillance and diagnostic methods to detect fractures continues to be lacking. Fortunately, most cases are relatively benign and can be managed conservatively if detected. In the setting of recurrent symptoms, further intervention is usually sought. In review of the literature most cases are managed with placement of a stent over the fractured area, the stent-in-stent technique, but several other alternatives may be available. As the knowledge of the variables that make stents prone to fracture are identified, better technologies and techniques can be employed to minimize the risk of this complication. This article reviews the available literature on stent fractures and complications using data found on PubMed, MEDLINE, the Manufacturer and User Facility Device Experience (MAUDE) database, and the Cochrane databases.",No Full Text Available,stent fracture in the coronary and peripheral arteries,inherent risks of stenting include restenosis and thrombosis recently stent fractures have been recognized as a complication that may result in thrombosis perforation restenosis and migration of the stent resulting in morbidity and mortality stent fractures were originally seen in the superficial femoral arteries but have since then been reported in almost all vascular sites including the coronary renal carotid iliac and femoropopliteal arteries fractures are the result of the complex interplay between stent manufacturing the stented segment pulsatile and nonpulsatile biomechanical forces and plaque morphology at a particular vascular site the presentation of a patient with a fracture is highly variable ranging from asymptomatic in nature detected on routine screening without any sequelae to sudden cardiac death related to a thrombosed coronary artery despite being recognized as an important complication consensus on routine surveillance and diagnostic methods to detect fractures continues to be lacking fortunately most cases are relatively benign and can be managed conservatively if detected in the setting of recurrent symptoms further intervention is usually sought in review of the literature most cases are managed with placement of a stent over the fractured area the stentinstent technique but several other alternatives may be available as the knowledge of the variables that make stents prone to fracture are identified better technologies and techniques can be employed to minimize the risk of this complication this article reviews the available literature on stent fractures and complications using data found on pubmed medline the manufacturer and user facility device experience maude database and the cochrane databases,stent fracture coronary peripheral artery inherent risk stenting include restenosis thrombosis recently stent fracture recognized complication may result thrombosis perforation restenosis migration stent resulting morbidity mortality stent fracture originally seen superficial femoral artery since reported almost vascular site including coronary renal carotid iliac femoropopliteal artery fracture result complex interplay stent manufacturing stented segment pulsatile nonpulsatile biomechanical force plaque morphology particular vascular site presentation patient fracture highly variable ranging asymptomatic nature detected routine screening without sequela sudden cardiac death related thrombosed coronary artery despite recognized important complication consensus routine surveillance diagnostic method detect fracture continues lacking fortunately case relatively benign managed conservatively detected setting recurrent symptom intervention usually sought review literature case managed placement stent fractured area stentinstent technique several alternative may available knowledge variable make stent prone fracture identified better technology technique employed minimize risk complication article review available literature stent fracture complication using data found pubmed medline manufacturer user facility device experience maude database cochrane database,Stent Fracture Adverse Events
20513724,"A response to ""Major complications associated with xenograft biologic mesh implantation in abdominal wall reconstruction"" (Harth KC, Rosen MJ. Surg Innov. 2009;16:324-329) and discussion of the MAUDE (manufacturer and user facility device experience) database, FDA regulation of biologic implants, and evidence-based medicine.","Jun, 2010","Background. There is limited research for xenograft biologic mesh performance in the setting of infection despite widespread use and significant associated costs. Design. The authors retrospectively reviewed an FDA database for reported xenograft adverse events (AEs). All meshes were used in the setting of abdominal wall reconstruction from 1997 to 2008. Results. The authors identified 150 AEs. Permacol and Collamend comprised 75%(n= 112) of reported cases. Main AEs included acute mechanical failure (42%; n= 63), mesh",No Full Text Available,a response to major complications associated with xenograft biologic mesh implantation in abdominal wall reconstruction harth kc rosen mj surg innov  and discussion of the maude manufacturer and user facility device experience database fda regulation of biologic implants and evidencebased medicine,background there is limited research for xenograft biologic mesh performance in the setting of infection despite widespread use and significant associated costs design the authors retrospectively reviewed an fda database for reported xenograft adverse events aes all meshes were used in the setting of abdominal wall reconstruction from  to  results the authors identified  aes permacol and collamend comprised n  of reported cases main aes included acute mechanical failure  n  mesh,response major complication associated xenograft biologic mesh implantation abdominal wall reconstruction harth kc rosen mj surg innov discussion maude manufacturer user facility device experience database fda regulation biologic implant evidencebased medicine background limited research xenograft biologic mesh performance setting infection despite widespread use significant associated cost design author retrospectively reviewed fda database reported xenograft adverse event aes mesh used setting abdominal wall reconstruction result author identified aes permacol collamend comprised n reported case main aes included acute mechanical failure n mesh,Uncertain
20537638,"Minimizing occupational hazards in endoscopy: personal protective equipment, radiation safety, and ergonomics.","Jun, 2010","The ASGE Technology Committee provides reviews of existing, new, or emerging endoscopic technologies that have an impact on the practice of GI endoscopy. Evidence-based methodology is used, by using a MEDLINE literature search to identify pertinent clinical studies on the topic and a MAUDE (U.S. Food and Drug Administration Center for Devices and Radiological Health) database search to identify the reported complications of a given technology. Both are supplemented by accessing the ""related articles"" feature of PubMed and by scrutinizing pertinent references cited by the identified studies. Controlled clinical trials are emphasized, but in many cases, data from randomized, controlled trials are lacking. In such cases, large case series, preliminary clinical studies, and expert opinions are used. Technical data are gathered from traditional and Web-based publications, proprietary publications, and informal communications with pertinent vendors. Technology Status Evaluation Reports are drafted by 1 or 2 members of the ASGE Technology Committee, reviewed and edited by the committee as a whole, and approved by the Governing Board of the ASGE. When financial guidance is indicated, the most recent coding data and list prices at the time of publication are provided. For this review, the MEDLINE database was searched through August 2009 for articles related to personal protection equipment by using the key words ""personal protection equipment"" (exp Protective Clothing/ or exp Protective Devices/ or exp Masks/ or exp Occupational Exposure/'') ""infection control"" paired with ""Endoscopy."" For the radiation section, the following key words were used: ""radiation and endoscopy,"" ""radiation and ERCP,"" and ""radiation safety."" For the ergonomics section, the following key words were used: ""ergonomics of endoscopy,"" ""endoscopist injury,"" ""medical ergonomics,"" ""endoscopy and musculoskeletal strain,"" ""musculoskeletal injury and endoscopists,"" ""occupational diseases and endoscopy,"" ""cumulative trauma disorder and endoscopy,"" ""repetitive strain injury and endoscopy."" Technology Status Evaluation Reports are scientific reviews provided solely for educational and informational purposes. Technology Status Evaluation Reports are not rules and should not be construed as establishing a legal standard of care or as encouraging, advocating, requiring, or discouraging any particular treatment or payment for such treatment.",No Full Text Available,minimizing occupational hazards in endoscopy personal protective equipment radiation safety and ergonomics,the asge technology committee provides reviews of existing new or emerging endoscopic technologies that have an impact on the practice of gi endoscopy evidencebased methodology is used by using a medline literature search to identify pertinent clinical studies on the topic and a maude us food and drug administration center for devices and radiological health database search to identify the reported complications of a given technology both are supplemented by accessing the related articles feature of pubmed and by scrutinizing pertinent references cited by the identified studies controlled clinical trials are emphasized but in many cases data from randomized controlled trials are lacking in such cases large case series preliminary clinical studies and expert opinions are used technical data are gathered from traditional and webbased publications proprietary publications and informal communications with pertinent vendors technology status evaluation reports are drafted by  or  members of the asge technology committee reviewed and edited by the committee as a whole and approved by the governing board of the asge when financial guidance is indicated the most recent coding data and list prices at the time of publication are provided for this review the medline database was searched through august  for articles related to personal protection equipment by using the key words personal protection equipment exp protective clothing or exp protective devices or exp masks or exp occupational exposure infection control paired with endoscopy for the radiation section the following key words were used radiation and endoscopy radiation and ercp and radiation safety for the ergonomics section the following key words were used ergonomics of endoscopy endoscopist injury medical ergonomics endoscopy and musculoskeletal strain musculoskeletal injury and endoscopists occupational diseases and endoscopy cumulative trauma disorder and endoscopy repetitive strain injury and endoscopy technology status evaluation reports are scientific reviews provided solely for educational and informational purposes technology status evaluation reports are not rules and should not be construed as establishing a legal standard of care or as encouraging advocating requiring or discouraging any particular treatment or payment for such treatment,minimizing occupational hazard endoscopy personal protective equipment radiation safety ergonomics asge technology committee provides review existing new emerging endoscopic technology impact practice gi endoscopy evidencebased methodology used using medline literature search identify pertinent clinical study topic maude u food drug administration center device radiological health database search identify reported complication given technology supplemented accessing related article feature pubmed scrutinizing pertinent reference cited identified study controlled clinical trial emphasized many case data randomized controlled trial lacking case large case series preliminary clinical study expert opinion used technical data gathered traditional webbased publication proprietary publication informal communication pertinent vendor technology status evaluation report drafted member asge technology committee reviewed edited committee whole approved governing board asge financial guidance indicated recent coding data list price time publication provided review medline database searched august article related personal protection equipment using key word personal protection equipment exp protective clothing exp protective device exp mask exp occupational exposure infection control paired endoscopy radiation section following key word used radiation endoscopy radiation ercp radiation safety ergonomics section following key word used ergonomics endoscopy endoscopist injury medical ergonomics endoscopy musculoskeletal strain musculoskeletal injury endoscopists occupational disease endoscopy cumulative trauma disorder endoscopy repetitive strain injury endoscopy technology status evaluation report scientific review provided solely educational informational purpose technology status evaluation report rule construed establishing legal standard care encouraging advocating requiring discouraging particular treatment payment treatment,Uncertain
20541746,Enteral nutrition access devices.,"Jun, 2010","The ASGE Technology Committee provides reviews of existing, new, or emerging endoscopic technologies that have an impact on the practice of GI endoscopy. Evidence-based methodology is used, performing a MEDLINE literature search to identify pertinent clinical studies on the topic and a MAUDE (U.S. Food and Drug Administration Center for Devices and Radiological Health) database search to identify the reported complications of a given technology. Both are supplemented by accessing the ""related articles"" feature of PubMed and by scrutinizing pertinent references cited by the identified studies. Controlled clinical trials are emphasized, but, in many cases, data from randomized, controlled trials are lacking. In such situations, large case series, preliminary clinical studies, and expert opinions are used. Technical data are gathered from traditional and Web-based publications, proprietary publications, and informal communications with pertinent vendors. Technology Status Evaluation Reports are drafted by 1 or 2 members of the ASGE Technology Committee, reviewed and edited by the committee as a whole, and approved by the ASGE Governing Board. When financial guidance is indicated, the most recent coding data and list prices at the time of publication are provided. For this review, the MEDLINE database was searched through August 2009 for articles related to endoscopy in patients requiring enteral feeding access by using the keywords ""endoscopy,"" ""percutaneous,"" ""gastrostomy,"" ""jejunostomy,"" ""nasogastric,"" ""nasoenteric,"" ""nasojejunal,"" ""transnasal,"" ""feeding tube,"" ""enteric,"" and ""button."" Technology Status Evaluation Reports are scientific reviews provided solely for educational and informational purposes. Technology Status Evaluation Reports are not rules and should not be construed as establishing a legal standard of care or as encouraging, advocating, requiring, or discouraging any particular treatment or payment for such treatment.",No Full Text Available,enteral nutrition access devices,the asge technology committee provides reviews of existing new or emerging endoscopic technologies that have an impact on the practice of gi endoscopy evidencebased methodology is used performing a medline literature search to identify pertinent clinical studies on the topic and a maude us food and drug administration center for devices and radiological health database search to identify the reported complications of a given technology both are supplemented by accessing the related articles feature of pubmed and by scrutinizing pertinent references cited by the identified studies controlled clinical trials are emphasized but in many cases data from randomized controlled trials are lacking in such situations large case series preliminary clinical studies and expert opinions are used technical data are gathered from traditional and webbased publications proprietary publications and informal communications with pertinent vendors technology status evaluation reports are drafted by  or  members of the asge technology committee reviewed and edited by the committee as a whole and approved by the asge governing board when financial guidance is indicated the most recent coding data and list prices at the time of publication are provided for this review the medline database was searched through august  for articles related to endoscopy in patients requiring enteral feeding access by using the keywords endoscopy percutaneous gastrostomy jejunostomy nasogastric nasoenteric nasojejunal transnasal feeding tube enteric and button technology status evaluation reports are scientific reviews provided solely for educational and informational purposes technology status evaluation reports are not rules and should not be construed as establishing a legal standard of care or as encouraging advocating requiring or discouraging any particular treatment or payment for such treatment,enteral nutrition access device asge technology committee provides review existing new emerging endoscopic technology impact practice gi endoscopy evidencebased methodology used performing medline literature search identify pertinent clinical study topic maude u food drug administration center device radiological health database search identify reported complication given technology supplemented accessing related article feature pubmed scrutinizing pertinent reference cited identified study controlled clinical trial emphasized many case data randomized controlled trial lacking situation large case series preliminary clinical study expert opinion used technical data gathered traditional webbased publication proprietary publication informal communication pertinent vendor technology status evaluation report drafted member asge technology committee reviewed edited committee whole approved asge governing board financial guidance indicated recent coding data list price time publication provided review medline database searched august article related endoscopy patient requiring enteral feeding access using keywords endoscopy percutaneous gastrostomy jejunostomy nasogastric nasoenteric nasojejunal transnasal feeding tube enteric button technology status evaluation report scientific review provided solely educational informational purpose technology status evaluation report rule construed establishing legal standard care encouraging advocating requiring discouraging particular treatment payment treatment,Uncertain
20504796,Xenograft biologic mesh implantation in abdominal wall reconstruction and the FDA MAUDE database.,"May, 2010","Dear Editor, We welcome the interesting review on major complications associated with xenograft biologic mesh implantation in abdominal wall reconstruction by Drs Harth and Rosen. 1 Postmarketing surveillance of new devices is of utmost importance, for both surgeons and industry, to ensure best practice and safeguard the interests of patients. Their article reflects a recent similar development in the United Kingdom with a nationwide audit of the management of the open abdomen by the National Institute for Health and Clinical",No Full Text Available,xenograft biologic mesh implantation in abdominal wall reconstruction and the fda maude database,dear editor we welcome the interesting review on major complications associated with xenograft biologic mesh implantation in abdominal wall reconstruction by drs harth and rosen  postmarketing surveillance of new devices is of utmost importance for both surgeons and industry to ensure best practice and safeguard the interests of patients their article reflects a recent similar development in the united kingdom with a nationwide audit of the management of the open abdomen by the national institute for health and clinical,xenograft biologic mesh implantation abdominal wall reconstruction fda maude database dear editor welcome interesting review major complication associated xenograft biologic mesh implantation abdominal wall reconstruction drs harth rosen postmarketing surveillance new device utmost importance surgeon industry ensure best practice safeguard interest patient article reflects recent similar development united kingdom nationwide audit management open abdomen national institute health clinical,Uncertain
20381044,Interventional EUS.,"Apr, 2010","The American Society for Gastrointestinal Endoscopy (ASGE) Technology Committee provides reviews of new or emerging endoscopic technologies that have the potential to have an impact on the practice of GI endoscopy. Evidence-based methodology is used by performing a MEDLINE literature search to identify pertinent preclinical and clinical studies on the topic and a MAUDE (U.S. Food and Drug Administration Center for Devices and Radiological Health) database search to identify the reported complications of a given technology. Both are supplemented by accessing the ""related articles"" feature of PubMed and by scrutinizing pertinent references cited by the identified studies. Controlled clinical trials are emphasized, but, in many cases, data from randomized, controlled trials are lacking. In such cases, large case series, preliminary clinical studies, and expert opinions are used. Technical data are gathered from traditional and Web-based publications, proprietary publications, and informal communications with pertinent vendors. For this review, the MEDLINE database was searched through August 2009 by using the keywords ""interventional endoscopic ultrasound,"" ""EUS,"" and ""interventional endoscopy."" Reports on Emerging Technologies are drafted by 1 or 2 members of the ASGE Technology Committee, reviewed and edited by the committee as a whole, and approved by the Governing Board of the ASGE. These reports are scientific reviews provided solely for educational and informational purposes. Reports on Emerging Technologies are not rules and should not be construed as establishing a legal standard of care or as encouraging, advocating, requiring, or discouraging any particular treatment or payment for such treatment.",No Full Text Available,interventional eus,the american society for gastrointestinal endoscopy asge technology committee provides reviews of new or emerging endoscopic technologies that have the potential to have an impact on the practice of gi endoscopy evidencebased methodology is used by performing a medline literature search to identify pertinent preclinical and clinical studies on the topic and a maude us food and drug administration center for devices and radiological health database search to identify the reported complications of a given technology both are supplemented by accessing the related articles feature of pubmed and by scrutinizing pertinent references cited by the identified studies controlled clinical trials are emphasized but in many cases data from randomized controlled trials are lacking in such cases large case series preliminary clinical studies and expert opinions are used technical data are gathered from traditional and webbased publications proprietary publications and informal communications with pertinent vendors for this review the medline database was searched through august  by using the keywords interventional endoscopic ultrasound eus and interventional endoscopy reports on emerging technologies are drafted by  or  members of the asge technology committee reviewed and edited by the committee as a whole and approved by the governing board of the asge these reports are scientific reviews provided solely for educational and informational purposes reports on emerging technologies are not rules and should not be construed as establishing a legal standard of care or as encouraging advocating requiring or discouraging any particular treatment or payment for such treatment,interventional eu american society gastrointestinal endoscopy asge technology committee provides review new emerging endoscopic technology potential impact practice gi endoscopy evidencebased methodology used performing medline literature search identify pertinent preclinical clinical study topic maude u food drug administration center device radiological health database search identify reported complication given technology supplemented accessing related article feature pubmed scrutinizing pertinent reference cited identified study controlled clinical trial emphasized many case data randomized controlled trial lacking case large case series preliminary clinical study expert opinion used technical data gathered traditional webbased publication proprietary publication informal communication pertinent vendor review medline database searched august using keywords interventional endoscopic ultrasound eu interventional endoscopy report emerging technology drafted member asge technology committee reviewed edited committee whole approved governing board asge report scientific review provided solely educational informational purpose report emerging technology rule construed establishing legal standard care encouraging advocating requiring discouraging particular treatment payment treatment,Uncertain
20421100,The role of the U.S. Food and Drug Administration in device evaluation and monitoring.,"Apr, 2010","The American Society for Gastrointestinal Endoscopy (ASGE) Technology Committee provides reviews of existing, new, or emerging endoscopic technologies that have an impact on the practice of GI endoscopy. Evidence-based methodology is used by performing a MEDLINE literature search to identify pertinent clinical studies on the topic and a MAUDE (U.S. Food and Drug Administration Center for Devices and Radiological Health) database search to identify the reported complications of a given technology. Both are supplemented by accessing the ""related articles"" feature of PubMed and by scrutinizing pertinent references cited by the identified studies. Technology Status Evaluation Reports are drafted by 1 or 2 members of the ASGE Technology Committee, reviewed and edited by the committee as a whole, and approved by the Governing Board of the ASGE. When financial guidance is indicated, the most recent coding data and list prices at the time of publication are provided. For this review, the MEDLINE database was searched through October 2009 for articles and references related to devices and the U.S. Food and Drug Administration by using the keywords ""FDA"" and ""devices."" In addition, the Web was searched using the same keywords. The U.S. Food and Drug Administration website was also thoroughly reviewed. Practitioners should continue to monitor the medical literature for subsequent data about these issues. Technology Status Evaluation Reports are scientific reviews provided solely for educational and informational purposes. Technology Status Evaluation Reports are not rules and should not be construed as establishing a legal standard of care or as encouraging, advocating, requiring, or discouraging any particular treatment or payment for such treatment.",No Full Text Available,the role of the us food and drug administration in device evaluation and monitoring,the american society for gastrointestinal endoscopy asge technology committee provides reviews of existing new or emerging endoscopic technologies that have an impact on the practice of gi endoscopy evidencebased methodology is used by performing a medline literature search to identify pertinent clinical studies on the topic and a maude us food and drug administration center for devices and radiological health database search to identify the reported complications of a given technology both are supplemented by accessing the related articles feature of pubmed and by scrutinizing pertinent references cited by the identified studies technology status evaluation reports are drafted by  or  members of the asge technology committee reviewed and edited by the committee as a whole and approved by the governing board of the asge when financial guidance is indicated the most recent coding data and list prices at the time of publication are provided for this review the medline database was searched through october  for articles and references related to devices and the us food and drug administration by using the keywords fda and devices in addition the web was searched using the same keywords the us food and drug administration website was also thoroughly reviewed practitioners should continue to monitor the medical literature for subsequent data about these issues technology status evaluation reports are scientific reviews provided solely for educational and informational purposes technology status evaluation reports are not rules and should not be construed as establishing a legal standard of care or as encouraging advocating requiring or discouraging any particular treatment or payment for such treatment,role u food drug administration device evaluation monitoring american society gastrointestinal endoscopy asge technology committee provides review existing new emerging endoscopic technology impact practice gi endoscopy evidencebased methodology used performing medline literature search identify pertinent clinical study topic maude u food drug administration center device radiological health database search identify reported complication given technology supplemented accessing related article feature pubmed scrutinizing pertinent reference cited identified study technology status evaluation report drafted member asge technology committee reviewed edited committee whole approved governing board asge financial guidance indicated recent coding data list price time publication provided review medline database searched october article reference related device u food drug administration using keywords fda device addition web searched using keywords u food drug administration website also thoroughly reviewed practitioner continue monitor medical literature subsequent data issue technology status evaluation report scientific review provided solely educational informational purpose technology status evaluation report rule construed establishing legal standard care encouraging advocating requiring discouraging particular treatment payment treatment,Uncertain
